STATISTIK INDONESIA 1975
PENDUDUK INDONESIA HASIL SENSUS PENDUDUK 2000 SERI: L2.2
STATISTIK LINGKUNGAN HIDUP INDONESIA 1998
PENDUDUK INDONESIA HASIL SENSUS PENDUDUK 2000 SERI: L2.2
STATISTIK SUMBER DAYA LAUT DAN PESISIR 2004
JUMLAH PENDUDUK DAN RUMAH TANGGA PROVINSI SUMATERA SELATAN 2000
JUMLAH PENDUDUK DAN RUMAH TANGGA PROVINSI SUMATERA SELATAN 2000
KARAKTERISTIK PENDUDUK PROVINSI BALI HASIL SENSUS PENDUDUK 2000
PENDUDUK KABUPATEN BOALEMO HASIL SENSUS PENDUDUK 2000
KEADAAN ANGKATAN KERJA DI INDONESIA MEI 2014
KEADAAN ANGKATAN KERJA DI INDONESIA AGUSTUS 2014
LUAS LAHAN MENURUT PENGGUNAAN KABUPATEN LIMA PULUH KOTA 2015/2016
PENGELUARAN UNTUK KONSUMSI PENDUDUK INDONESIA PER PROVINSI (BUKU III) MARET 2019
DIREKTORI PERUSAHAAN KEHUTANAN 2013
PENGELUARAN UNTUK KONSUMSI PENDUDUK INDONESIA PER PROVINSI (BUKU III) MARET 2015
PENGELUARAN UNTUK KONSUMSI PENDUDUK INDONESIA (BUKU I) MARET 2014
KEADAAN PEKERJA DI INDONESIA AGUSTUS 2014
INDIKATOR PASAR TENAGA KERJA INDONESIA MEI 2013
DATA DAN INFORMASI KEMISKINAN KABUPATEN/KOTA 2019
KARAKTERISTIK PENDUDUK PROVINSI NUSA TENGGARA BARAT 2000
KEADAAN ANGKATAN KERJA DI INDONESIA FEBRUARI 2012
KEADAAN ANGKATAN KERJA DI INDONESIA AGUSTUS 2016
KEADAAN PEKERJA DI INDONESIA AGUSTUS 2013
KEADAAN ANGKATAN KERJA DI INDONESIA FEBRUARI 2016
PENGELUARAN UNTUK KONSUMSI PENDUDUK INDONESIA PER PROVINSI (BUKU III) SEPTEMBER 2014
DIREKTORI PERUSAHAAN KEHUTANAN 2014
DATA DAN INFORMASI KEMISKINAN KABUPATEN/KOTA 2010
DATA DAN INFORMASI KEMISKINAN KABUPATEN/KOTA 2012
PENGELUARAN UNTUK KONSUMSI PENDUDUK INDONESIA PER PROVINSI (BUKU III) MARET 2015
DATA DAN INFORMASI KEMISKINAN KABUPATEN/KOTA TAHUN 2014
DATA DAN INFORMASI KEMISKINAN KABUPATEN/KOTA TAHUN 2014
KEADAAN PEKERJA DI INDONESIA FEBRUARI 2016
KEADAAN ANGKATAN KERJA DI INDONESIA AGUSTUS 2016
DATA DAN INFORMASI KEMISKINAN KABUPATEN/KOTA 2010
PENGELUARAN UNTUK KONSUMSI PENDUDUK INDONESIA PER PROVINSI (BUKU III) MARET 2015
DATA DAN INFORMASI KEMISKINAN KABUPATEN/KOTA TAHUN 2014
KEADAAN ANGKATAN KERJA DI INDONESIA FEBRUARI 2015
DATA DAN INFORMASI KEMISKINAN KABUPATEN/KOTA 2010
PENGELUARAN UNTUK KONSUMSI PENDUDUK INDONESIA PER PROVINSI (BUKU III) MARET 2016
RINGKASAN EKSEKUTIF PENGELUARAN DAN KONSUMSI PENDUDUK INDONESIA MARET 2015
RINGKASAN EKSEKUTIF PENGELUARAN DAN KONSUMSI PENDUDUK INDONESIA PROVINSI JAWA TENGAH HASIL SUSENAS SEPTEMBER 2014
KONSUMSI KALORI DAN PROTEIN PENDUDUK INDONESIA DAN PROVINSI (BUKU II) MARET 2016
STATISTIK KESEJAHTERAAN RAKYAT 2008
KEADAAN ANGKATAN KERJA DI INDONESIA FEBRUARI 2017
RINGKASAN EKSEKUTIF PENGELUARAN DAN KONSUMSI PENDUDUK INDONESIA PROVINSI JAWA TENGAH HASIL SUSENAS SEPTEMBER 2014
KEADAAN ANGKATAN KERJA DI INDONESIA AGUSTUS 2016
STATISTIK PEMUDA INDONESIA 2003
PROFIL KESEHATAN IBU DAN ANAK 2001
STATISTIK PEMUDA INDONESIA 2007
STATISTIK SOSIAL BUDAYA HASIL SUSENAS 2000
PENGELUARAN UNTUK KONSUMSI PENDUDUK INDONESIA PER PROVINSI (BUKU III) MARET 2015
STATISTIK SOSIAL BUDAYA HASIL SUSENAS 2006
STATISTIK DAERAH KECAMATAN KOTAMOBAGU SELATAN 2016
STATISTIK PEMUDA INDONESIA 2003
INDIKATOR KESEJAHTERAAN ANAK 2000
STATISTIK PENUNJANG PENDIDIKAN 2015 (HASIL SUSENAS MODUL SOSIAL BUDAYA DAN PENDIDIKAN)
KATALOG PUBLIKASI BPS 2008
STATISTIK POLITIK 2013
INDEKS KEBAHAGIAAN 2017
STATISTIK KESEHATAN 2013
INDIKATOR PERILAKU PEDULI LINGKUNGAN HIDUP 2014
INDEKS KEBAHAGIAAN 2017
PROFIL STATISTIK KESEHATAN INDONESIA 2011
STATISTIK KESEJAHTERAAN RAKYAT 2015
STATISTIK KESEJAHTERAAN RAKYAT 2016
STATISTIK KELAPA SAWIT INDONESIA 2007
STATISTIK KELAPA SAWIT INDONESIA 2007
SENSUS PERTANIAN 2003: PEDOMAN PENCACAH SURVEI RUMAH TANGGA USAHA TANAMAN PADI
PRODUK DOMESTIK REGIONAL BRUTO KABUPATEN/KOTA DI SULAWESI UTARA MENURUT LAPANGAN USAHA 2017-2021
PRODUKSI TANAMAN PANGAN ANGKA RAMALAN II NOVEMBER 2014
PRODUKSI TANAMAN PANGAN ANGKA RAMALAN II TAHUN 2015
STATISTIK TANAMAN HIAS INDONESIA 2015
STATISTIK TANAMAN BUAH-BUAHAN DAN SAYURAN TAHUNAN INDONESIA 2015
STATISTIK TEH INDONESIA 2015
DIREKTORI PERUSAHAAN PERTANIAN PROVINSI SUMATERA SELATAN 2016
STATISTIK PEMOTONGAN TERNAK 2012
STATISTIK PRODUKSI KEHUTANAN 2013
ANALISIS RUMAH TANGGA SEKITAR KAWASAN HUTAN DI INDONESIA HASIL SURVEI KEHUTANAN 2014
STATISTIK PEMOTONGAN TERNAK JAWA TIMUR TAHUN 2013
STATISTIK TEBU INDONESIA 2015
STATISTIK TANAMAN BUAH-BUAHAN DAN SAYURAN TAHUNAN INDONESIA 2014
STATISTIK PERUSAHAAN HAK PENGUSAHAAN HUTAN 2012
STATISTIK PERUSAHAAN HAK PENGUSAHAAN HUTAN 2012
INDIKATOR KONSTRUKSI TRIWULAN III 2013
INDIKATOR KONSTRUKSI TRIWULAN III 2013
INDIKATOR KONSTRUKSI TRIWULAN II 2017
STATISTIK TANAMAN BIOFARMAKA INDONESIA 2015
STATISTIK KELAPA SAWIT INDONESIA 2014
STATISTIK TEH INDONESIA 2014
STATISTIK TEBU INDONESIA 2014
ANALISIS SOSIAL EKONOMI PETANI DI SULAWESI TENGGARA 2013
STATISTIK KARET INDONESIA 2014
STATISTIK PRODUKSI KEHUTANAN 2012
STATISTIK PERUSAHAAN PERIKANAN 2016
STATISTIK TEMPAT PELELANGAN IKAN 2016
RINGKASAN EKSEKUTIF STRUKTUR ONGKOS RUMAH TANGGA USAHA PENANGKAPAN IKAN 2014
POTENSI PERTANIAN INDONESIA ANALISIS HASIL PENCACAHAN LENGKAP SENSUS PERTANIAN 2013
INDIKATOR KONSTRUKSI TRIWULAN III 2016
STATISTIK TANAMAN HIAS INDONESIA 2014
PROFIL USAHA KONSTRUKSI PERORANGAN 2014
STATISTIK TANAMAN HIAS INDONESIA 2012
STATISTIK TANAMAN HIAS INDONESIA 2010
STATISTIK KELAPA SAWIT INDONESIA 2012
STATISTIK KELAPA SAWIT INDONESIA 2014
INDIKATOR PERTANIAN 2014/2015
SENSUS PERTANIAN 2013, ANGKA NASIONAL HASIL SURVEI ST2013 - SUBSEKTOR RUMAH TANGGA USAHA TANAMAN PADI 2014
SENSUS PERTANIAN 2013, ANGKA NASIONAL HASIL SURVEI ST2013 - SUBSEKTOR RUMAH TANGGA USAHA PETERNAKAN 2014 BUKU E
STATISTIK INDUSTRI MANUFAKTUR PRODUKSI INDONESIA 2017
PROFIL KONSTRUKSI TIDAK BERBADAN HUKUM DI INDONESIA 2012
STATISTIK INDUSTRI MANUFAKTUR BAHAN BAKU INDONESIA 2015
STATISTIK AIR BERSIH 2012-2017
STATISTIK INDUSTRI MANUFAKTUR PRODUKSI INDONESIA 2014
STATISTIK AIR BERSIH PROVINSI D.I YOGYAKARTA 2008-2012
STATISTIK LISTRIK 2011-2013
STATISTIK KARET INDONESIA 2015
STATISTIK INDUSTRI MANUFAKTUR PRODUKSI INDONESIA 2017
STATISTIK INDUSTRI MANUFAKTUR INDONESIA 2012
STATISTIK INDUSTRI MANUFAKTUR BAHAN BAKU INDONESIA 2014
BENCHMARK STATISTIK KONSTRUKSI 1990-2014
STATISTIK INDUSTRI BESAR DAN SEDANG INDONESIA 2009
STATISTIK INDUSTRI MANUFAKTUR INDONESIA 2014
STATISTIK INDUSTRI MANUFAKTUR BAHAN BAKU INDONESIA 2014
STATISTIK PERTAMBANGAN MINYAK DAN GAS BUMI 2013-2018
BENCHMARK INDEKS KONSTRUKSI (2010=100) 1990-2013
STATISTIK INDUSTRI BESAR DAN SEDANG INDONESIA 2009
PERKEMBANGAN INDEKS PRODUKSI TRIWULANAN INDUSTRI MIKRO DAN KECIL 2017-2019
PROFIL INDUSTRI MIKRO DAN KECIL 2018
EVALUASI STATISTIK HARGA PRODUSEN GABAH 2016
STATISTIK KONSTRUKSI 2008
INDIKATOR KONSTRUKSI TRIWULAN II 2009
NERACA ENERGI INDONESIA 2014-2018
STATISTIK INDUSTRI MANUFAKTUR INDONESIA 2017
BENCHMARK STATISTIK KONSTRUKSI 2012-2017
STATISTIK CAPTIVE POWER 2019
INDIKATOR KONSTRUKSI TRIWULAN III 2013
STATISTIK PERTAMBANGAN BAHAN GALIAN INDONESIA 2018
STATISTIK LISTRIK 2013-2018
STATISTIK KEUANGAN PEMERINTAHAN KABUPATEN/KOTA 2006-2007
EVALUASI STATISTIK HARGA PRODUSEN GABAH 2014
STATISTIK KEUANGAN PEMERINTAHAN KABUPATEN/KOTA 2008-2009
STATISTIK KEUANGAN PEMERINTAHAN KABUPATEN/KOTA 2009-2010
DIAGRAM TIMBANG NILAI TUKAR PETANI (SUBSEKTOR TANAMAN PERIKANAN) 2017 BUKU 5
DIAGRAM TIMBANG NILAI TUKAR PETANI (SUBSEKTOR TANAMAN PERIKANAN) 2017 BUKU 5
STATISTIK KEUANGAN PEMERINTAHAN DESA 2008
STATISTIK KEUANGAN BADAN USAHA MILIK NEGARA (BUMN) DAN BADAN USAHA MILIK DAERAH (BUMD) 2012
STATISTIK KEUANGAN PEMERINTAHAN PROVINSI 2006-2009
STATISTIK LEMBAGA KEUANGAN 2014
STATISTIK KEUANGAN BADAN USAHA MILIK NEGARA (BUMN) DAN BADAN USAHA MILIK DAERAH (BUMD) 2011
STATISTIK KEUANGAN BADAN USAHA MILIK NEGARA (BUMN) DAN BADAN USAHA MILIK DAERAH (BUMD) 2009
PERKEMBANGAN MINGGUAN HARGA ECERAN BEBERAPA BAHAN POKOK DI IBUKOTA PROVINSI SELURUH INDONESIA JULI-DESEMBER 2014
PERKEMBANGAN MINGGUAN HARGA ECERAN BEBERAPA BAHAN POKOK DI IBUKOTA PROVINSI SELURUH INDONESIA JULI-DESEMBER 2014
HARGA KONSUMEN BEBERAPA BARANG DAN JASA KELOMPOK SANDANG DI 66 KOTA DI INDONESIA 2012
INDEKS HARGA PERDAGANGAN BESAR INDONESIA 2014 , 2010=100
HARGA KONSUMEN BEBERAPA BARANG DAN JASA KELOMPOK SANDANG DI 66 KOTA DI INDONESIA 2013
INDEKS HARGA PERDAGANGAN BESAR (IHPB) INDONESIA (2010=100) 2016
HARGA KONSUMEN BEBERAPA BARANG DAN JASA KELOMPOK SANDANG DI 66 KOTA DI INDONESIA 2009
INDEKS HARGA PRODUSEN INDONESIA 2016
STATISTIK HARGA PRODUSEN GABAH DI INDONESIA 2015
STATISTIK HARGA PRODUSEN GABAH DI INDONESIA 2016
STATISTIK LEMBAGA KEUANGAN 2015
HARGA KONSUMEN NASIONAL BEBERAPA BARANG DAN JASA 2010
INDEKS KEMAHALAN KONSTRUKSI PROVINSI DAN KABUPATEN/KOTA 2012
PERKEMBANGAN MINGGUAN HARGA ECERAN BEBERAPA JENIS BAHAN POKOK DI IBUKOTA PROVINSI SELURUH INDONESIA JULI-DESEMBER 2011
HARGA KONSUMEN NASIONAL BEBERAPA BARANG DAN JASA 2016
STATISTIK KOPERASI SIMPAN PINJAM 2016
INDEKS HARGA PERDAGANGAN BESAR (IHPB) INDONESIA (2005=100) 2010
STATISTIK KEUANGAN PEMERINTAHAN PROVINSI 2009-2012
NILAI TUKAR VALUTA ASING DI INDONESIA 2011
DIAGRAM TIMBANG NILAI TUKAR PETANI (NTP) - SUBSEKTOR PERIKANAN 2012
STATISTIK KEUANGAN BADAN USAHA MILIK NEGARA (BUMN) DAN BADAN USAHA MILIK DAERAH (BUMD) 2011
STATISTIK LEMBAGA KEUANGAN 2011
STATISTIK LEMBAGA KEUANGAN 2012
EVALUASI STATISTIK HARGA PRODUSEN GABAH 2015
HARGA KONSUMEN NASIONAL BEBERAPA BARANG DAN JASA 2013
HARGA KONSUMEN BEBERAPA BARANG KELOMPOK MAKANAN 82 KOTA DI INDONESIA 2016
HARGA KONSUMEN BEBERAPA BARANG DAN JASA KELOMPOK PERUMAHAN DI 66 KOTA DI INDONESIA 2010
STATISTIK KEUANGAN PEMERINTAHAN KABUPATEN/KOTA 2011-2012
STATISTIK KEUANGAN PEMERINTAHAN KABUPATEN/KOTA 2010-2011
STATISTIK KEUANGAN PEMERINTAHAN DESA 2011
NILAI TUKAR VALUTA ASING DI INDONESIA 2016
STATISTIK KEUANGAN BADAN USAHA MILIK NEGARA (BUMN) DAN BADAN USAHA MILIK DAERAH (BUMD) 2013
HARGA KONSUMEN NASIONAL BEBERAPA BARANG DAN JASA 2012
HARGA KONSUMEN BEBERAPA BARANG DAN JASA KELOMPOK KESEHATAN, PENDIDIKAN, DAN TRANSPOR 82 KOTA DI INDONESIA 2016
STATISTIK KEUANGAN PEMERINTAHAN KABUPATEN/KOTA 2011-2012
STATISTIK KEUANGAN PEMERINTAHAN PROVINSI 2008-2011
NILAI TUKAR VALUTA ASING DI INDONESIA 2013
INDEKS HARGA PERDAGANGAN BESAR (IHPB) INDONESIA (2010=100) 2016
INDEKS HARGA PRODUSEN INDONESIA 2016
STATISTIK KOPERASI INDONESIA 2014
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KODE HARMONIZED SYSTEM, HS) FEBRUARI 2014
STATISTIK KEUANGAN PEMERINTAHAN KABUPATEN/KOTA 2011-2012
HARGA KONSUMEN BEBERAPA BARANG DAN JASA KELOMPOK MAKANAN DI 66 KOTA DI INDONESIA 2013
INDEKS KEMAHALAN KONSTRUKSI PROVINSI DAN KABUPATEN/KOTA 2013
PERKEMBANGAN MINGGUAN HARGA ECERAN BEBERAPA JENIS BAHAN POKOK DI IBUKOTA PROVINSI SELURUH INDONESIA JANUARI-JUNI 2011
INDEKS HARGA KONSUMEN (IHK) 66 KOTA DI INDONESIA (2007=100) 2012
PERKEMBANGAN MINGGUAN HARGA ECERAN BEBERAPA KOMODITAS JANUARI-JUNI 2010
PERKEMBANGAN MINGGUAN HARGA ECERAN BEBERAPA KOMODITAS JULI-DESEMBER 2010
HARGA KONSUMEN BEBERAPA BARANG DAN JASA KELOMPOK KESEHATAN,PENDIDIKAN,DAN TRANSPOR DI 66 KOTA DI INDONESIA 2010
BENCHMARK STATISTIK KONSTRUKSI 1990-2013
HARGA KONSUMEN NASIONAL BEBERAPA BARANG DAN JASA 2015
HARGA KONSUMEN BEBERAPA BARANG DAN JASA KELOMPOK SANDANG 82 KOTA DI INDONESIA 2015
HARGA KONSUMEN BEBERAPA BARANG DAN JASA KELOMPOK MAKANAN DI 66 KOTA DI INDONESIA 2012
PERKEMBANGAN MINGGUAN HARGA ECERAN BEBERAPA BAHAN POKOK DI IBUKOTA PROVINSI SELURUH INDONESIA JANUARI-JUNI 2014
PERKEMBANGAN MINGGUAN HARGA ECERAN BEBERAPA JENIS BAHAN POKOK DI IBUKOTA PROVINSI SELURUH INDONESIA JANUARI-JUNI 2011
PERKEMBANGAN MINGGUAN HARGA ECERAN BEBERAPA JENIS BAHAN POKOK DI IBUKOTA PROVINSI SELURUH INDONESIA JANUARI-JUNI 2015
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR MENURUT KELOMPOK KOMODITI DAN NEGARA MARET 2017
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR MENURUT KELOMPOK KOMODITI DAN NEGARA SEPTEMBER 2017
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI - IMPOR MARET 2013
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KODE HARMONIZED SYSTEM, HS) MEI 2013
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KODE HARMONIZED SYSTEM, HS) MEI 2016
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KODE HARMONIZED SYSTEM, HS) SEPTEMBER 2017
STATISTIK PERDAGANGAN LUAR NEGERI INDONESIA EKSPOR MENURUT KODE SITC 2015-2016
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR MENURUT KELOMPOK KOMODITI DAN NEGARA JUNI 2017
STATISTIK PASAR MODAL 2012
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KODE HARMONIZED SYSTEM, HS) AGUSTUS 2017
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI - IMPOR APRIL 2013
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KODE HARMONIZED SYSTEM, HS) SEPTEMBER 2016
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KODE HARMONIZED SYSTEM, HS) JULI 2017
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI - IMPOR SEPTEMBER 2013
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI - IMPOR AGUSTUS 2013
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) FEBRUARI 2016
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI - IMPOR JULI 2013
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI - IMPOR JUNI 2013
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI - IMPOR OKTOBER 2013
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI - IMPOR MEI 2013
HARGA KONSUMEN BEBERAPA BARANG DAN JASA, KELOMPOK PERUMAHAN DI 66 KOTA DI INDONESIA 2013
HARGA KONSUMEN BEBERAPA KELOMPOK MAKANAN DI 66 KOTA DI INDONESIA 2010
PERKEMBANGAN MINGGUAN HARGA ECERAN BEBERAPA JENIS BAHAN POKOK DI IBUKOTA PROVINSI SELURUH INDONESIA JULI-DESEMBER 2009
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KODE HARMONIZED SYSTEM, HS) MARET 2017
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KODE HARMONIZED SYSTEM, HS) MARET 2016
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI - IMPOR OKTOBER 2016
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) DESEMBER 2016
STATISTIK KEUANGAN PEMERINTAHAN KABUPATEN/KOTA 2011-2012
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KODE HARMONIZED SYSTEM, HS) JUNI 2017
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI - IMPOR OKTOBER 2013
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI - IMPOR JANUARI 2013
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KODE HARMONIZED SYSTEM, HS) FEBRUARI 2017
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) MEI 2016
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) NOVEMBER 2016
STATISTIK KEUANGAN PEMERINTAHAN KABUPATEN/KOTA 2009-2010
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR MENURUT KELOMPOK KOMODITI DAN NEGARA OKTOBER 2017
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KODE HARMONIZED SYSTEM, HS) AGUSTUS 2016
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR MENURUT KELOMPOK KOMODITI DAN NEGARA JULI 2017
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) SEPTEMBER 2013
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) MARET 2014
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) FEBRUARI 2014
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) JUNI 2014
BULETIN STATISTIK PERDAGANGAN LUAR NEGERI EKSPOR (MENURUT KELOMPOK KOMODITI DAN NEGARA) JUNI 2015
